domain,guideline,vignette,item_author_notes,validator_guideline,validator_notes,question_type,hypothesis,new_information,effect_phrase,options,author_notes,validator_selected_option
,,,,,,followup,planning an annual review including repeat serology and a check for nutritional deficiencies.,The patient is also found to have Type 1 Diabetes Mellitus during her initial workup.,this plan becomes,"+2, +1, 0, -1, -2","Type 1 diabetes and celiac disease are strongly associated autoimmune conditions. This comorbidity makes strict, guideline-based annual follow-up even more critical. (+2)",2.0
Celiac Disease,european,"A 28-year-old woman presents with a one-year history of intermittent abdominal bloating, flatulence, and 2-3 loose stools per day. She also reports persistent fatigue and has noted an unintentional 5 kg weight loss over the last six months. She has no significant past medical history but mentions her mother has Hashimoto's thyroiditis. Her physical examination is unremarkable except for mild pallor. Initial laboratory workup shows a microcytic anemia with hemoglobin of 10.8 g/dL. Celiac serology reveals an IgA anti-tissue transglutaminase (tTG) antibody level of 95 U/mL (upper limit of normal <10 U/mL), with a normal total IgA level. An upper endoscopy is performed, showing scalloping of the duodenal folds. Duodenal biopsies confirm the diagnosis, demonstrating Marsh 3b classification with significant villous atrophy, crypt hyperplasia, and increased intraepithelial lymphocytes. She is now in your clinic to discuss the results and management plan.","This item assesses the nuances of managing newly diagnosed celiac disease, including screening for comorbidities, recognizing insufficient management plans, and investigating non-responsive symptoms as per ESPGHAN guidelines.",american,"The item is clinically sound and aligns well with American College of Gastroenterology guidelines. The questions appropriately test the management of common comorbidities (autoimmune thyroiditis), complications (osteoporosis), and the crucial workup for non-responsive celiac disease. The clinical reasoning is consistent across both European and American guidelines for these specific scenarios, indicating a high-quality and universally relevant SCT item.",diagnosis,"a diagnosis of concomitant autoimmune thyroiditis, given her family history.","Her thyroid-stimulating hormone (TSH) level is 6.8 mU/L (normal 0.4-4.0), with a normal free T4 and positive anti-TPO antibodies.",this hypothesis becomes,"+2, +1, 0, -1, -2","The combination of elevated TSH (subclinical hypothyroidism) and positive anti-TPO antibodies strongly supports the diagnosis of autoimmune thyroiditis, a known association with celiac disease. (+2)",2.0
,,,,,,management,initiating a strict gluten-free diet with dietitian referral and prescribing iron supplementation.,"A baseline bone densitometry (DEXA) scan, performed due to her malabsorption risk, reveals a Z-score of -2.8 at the lumbar spine.",this plan becomes,"+2, +1, 0, -1, -2","While the initial plan is correct, the finding of severe osteoporosis (Z-score < -2.5) makes it critically insufficient. The plan now requires immediate management of bone health, including vitamin D and calcium. (-2)",-2.0
,,,,,,followup,monitoring her progress with annual clinical reviews and serology testing for tTG-IgA.,"After six months on a dietitian-supervised diet, her tTG-IgA has normalized but her bloating and diarrhea persist with minimal improvement.",this plan becomes,"+2, +1, 0, -1, -2",Persistent symptoms despite serological response suggest non-responsive celiac disease. The plan to wait for a routine annual review is inappropriate; prompt investigation for co-existing conditions is required. (-2),-2.0
Celiac_Disease,european,"A 34-year-old man was diagnosed with celiac disease 18 months ago based on a high IgA anti-tissue transglutaminase (tTG) titer (>150 U/mL) and a duodenal biopsy confirming Marsh 3b villous atrophy. He was referred to an expert dietitian and initiated a strict gluten-free diet (GFD). Despite his reported meticulous adherence, he presents with persistent symptoms, including intermittent watery diarrhea, significant abdominal bloating, and profound fatigue. He has also had an unintentional weight loss of 4 kg over the last six months. Repeat serology shows his tTG-IgA has fallen but remains elevated at 35 U/mL (ULN <15 U/mL). His hemoglobin is 10.8 g/dL with a low ferritin of 12 ng/mL, consistent with ongoing iron deficiency anemia. He feels frustrated and is questioning the effectiveness of his diet.","This item assesses the clinical reasoning for a patient with diagnosed celiac disease who fails to respond to a gluten-free diet, a common and challenging scenario requiring exclusion of comorbidities before considering refractory disease.",american,"The item presents a classic and clinically relevant case of non-responsive celiac disease. The questions logically assess the stepwise evaluation process. The American College of Gastroenterology guideline strongly supports the intended reasoning, emphasizing ruling out ongoing gluten exposure and other conditions (SIBO, microscopic colitis) before considering refractory disease. The reasoning is consistent across international guidelines for this common clinical problem.",diagnosis,a diagnosis of non-responsive celiac disease due to inadvertent gluten consumption.,A detailed dietary review with a specialized dietitian reveals no evidence of gluten exposure and impeccable label reading skills.,this hypothesis becomes,"+2, +1, 0, -1, -2","Inadvertent gluten intake is the most common cause of non-responsive celiac disease. However, an expert review making this less likely prompts investigation into other causes like SIBO or microscopic colitis. (-1)",-1.0
,,,,,,management,proceeding with a trial of oral budesonide to manage suspected refractory celiac disease.,A hydrogen breath test comes back strongly positive for small intestinal bacterial overgrowth (SIBO).,this plan becomes,"+2, +1, 0, -1, -2","Treating a specific, identified comorbidity like SIBO is the correct next step. Initiating immunosuppression for refractory disease would be inappropriate without first addressing this treatable cause of symptoms. (-2)",-2.0
,,,,,,followup,planning for a repeat upper endoscopy with duodenal biopsies to re-evaluate his histology.,The patient reports that his brother was recently diagnosed with microscopic colitis after a similar presentation.,this plan becomes,"+2, +1, 0, -1, -2",Microscopic colitis is a differential for diarrhea but is diagnosed by colonoscopy. This finding doesn't negate the need for a repeat upper endoscopy to assess for refractory disease. The plan remains necessary. (0),0.0
Celiac Disease,european,"A 28-year-old woman presents with a one-year history of intermittent abdominal bloating, flatulence, and 2-3 loose stools per day. She also reports persistent fatigue and has noted an unintentional 5 kg weight loss over the last six months. She has no significant past medical history but mentions her mother has Hashimoto's thyroiditis. Her physical examination is unremarkable except for mild pallor. Initial laboratory workup shows a microcytic anemia with hemoglobin of 10.8 g/dL. Celiac serology reveals an IgA anti-tissue transglutaminase (tTG) antibody level of 95 U/mL (upper limit of normal <10 U/mL), with a normal total IgA level. An upper endoscopy is performed, showing scalloping of the duodenal folds. Duodenal biopsies confirm the diagnosis, demonstrating Marsh 3b classification with significant villous atrophy, crypt hyperplasia, and increased intraepithelial lymphocytes. She is now in your clinic to discuss the results and management plan.","This item assesses the nuances of managing newly diagnosed celiac disease, including screening for comorbidities, recognizing insufficient management plans, and investigating non-responsive symptoms as per ESPGHAN guidelines.",american,"The item is clinically sound and aligns well with American College of Gastroenterology guidelines. The questions appropriately test the management of common comorbidities (autoimmune thyroiditis), complications (osteoporosis), and the crucial workup for non-responsive celiac disease. The clinical reasoning is consistent across both European and American guidelines for these specific scenarios, indicating a high-quality and universally relevant SCT item.",diagnosis,"a diagnosis of concomitant autoimmune thyroiditis, given her family history.","Her thyroid-stimulating hormone (TSH) level is 6.8 mU/L (normal 0.4-4.0), with a normal free T4 and positive anti-TPO antibodies.",this hypothesis becomes,"+2, +1, 0, -1, -2","The combination of elevated TSH (subclinical hypothyroidism) and positive anti-TPO antibodies strongly supports the diagnosis of autoimmune thyroiditis, a known association with celiac disease. (+2)",2.0
,,,,,,management,initiating a strict gluten-free diet with dietitian referral and prescribing iron supplementation.,"A baseline bone densitometry (DEXA) scan, performed due to her malabsorption risk, reveals a Z-score of -2.8 at the lumbar spine.",this plan becomes,"+2, +1, 0, -1, -2","While the initial plan is correct, the finding of severe osteoporosis (Z-score < -2.5) makes it critically insufficient. The plan now requires immediate management of bone health, including vitamin D and calcium. (-2)",-2.0
,,,,,,followup,monitoring her progress with annual clinical reviews and serology testing for tTG-IgA.,"After six months on a dietitian-supervised diet, her tTG-IgA has normalized but her bloating and diarrhea persist with minimal improvement.",this plan becomes,"+2, +1, 0, -1, -2",Persistent symptoms despite serological response suggest non-responsive celiac disease. The plan to wait for a routine annual review is inappropriate; prompt investigation for co-existing conditions is required. (-2),-2.0
Celiac Disease,european,"A 24-year-old male presents with a six-month history of intermittent, non-bloody diarrhea, abdominal bloating, and an unintentional 5 kg weight loss. He reports feeling constantly fatigued. His past medical history is unremarkable, but he mentions his older sister has type 1 diabetes. On examination, he appears thin but is in no acute distress. Initial laboratory investigations reveal a mild microcytic anemia with a hemoglobin of 12.8 g/dL (normal 13.5-17.5 g/dL) and a ferritin of 15 ng/mL (normal 30-400 ng/mL). Serological testing for celiac disease shows a significantly elevated IgA anti-tissue transglutaminase (tTG) antibody level of 155 U/mL (upper limit of normal <15 U/mL), which is greater than ten times the upper limit. His total serum IgA level is within the normal range. He is awaiting an appointment with a gastroenterologist to discuss the next steps, including the potential need for an endoscopy.","This case tests clinical reasoning in a young adult with classic celiac serology. Scenarios explore the interpretation of discordant histology, the primacy of medical management over psychosocial barriers, and the need to broaden follow-up based on new symptoms.",american,"This is a strong SCT item. From an American College of Gastroenterology (ACG) guideline perspective, the reasoning holds. The ACG is conservative, requiring biopsy in most adults, so a Marsh 1 lesion with very high tTG makes the diagnosis more likely (+1) but not definitively confirmed without classic atrophy. The patient's occupation makes dietetic referral essential (+2). The emergence of bone pain renders a serology-only follow-up plan highly inappropriate (-2), as it ignores a significant potential complication.",diagnosis,a definitive diagnosis of celiac disease.,An upper endoscopy with duodenal biopsies reveals a Marsh 1 lesion (increased intraepithelial lymphocytes) but no villous atrophy.,this hypothesis becomes,"+2, +1, 0, -1, -2","The extremely high tTG level (>10x ULN) is highly specific for celiac disease. While a Marsh 1 lesion is histologically mild, it is consistent with the diagnosis and does not refute it given the strong serological evidence. (+1)",1.0
,,,,,,management,initiating a strict gluten-free diet and scheduling a consultation with a specialist dietitian.,The patient is a professional baker and is extremely concerned about the financial and career implications of the diagnosis.,this action becomes,"+2, +1, 0, -1, -2","Psychosocial and occupational challenges do not alter the medical necessity of a strict GFD, which is the cornerstone of treatment. In fact, these difficulties make expert dietetic consultation even more essential to ensure success. (+2)",2.0
,,,,,,followup,checking only IgA-tTG levels annually to monitor dietary adherence and disease activity.,"After one year, his symptoms have resolved, but he reports new-onset bone pain in his lower back.",this plan becomes,"+2, +1, 0, -1, -2","New bone pain suggests a potential complication like metabolic bone disease. Follow-up must now be expanded to investigate this, for example by checking vitamin D levels and considering a bone density scan. Relying only on serology is insufficient. (-1)",-2.0
Celiac_Disease_Management,european,"A 34-year-old woman was diagnosed with celiac disease two years ago via positive IgA anti-tTG serology and duodenal biopsy showing Marsh 3b villous atrophy. She was initiated on a strict gluten-free diet (GFD) with formal dietitian consultation and reported significant improvement in her bloating and diarrhea within the first year. However, over the past six months, she has presented with a gradual return of intermittent watery diarrhea, abdominal cramping, and persistent fatigue. She insists she is meticulously adherent to her GFD, avoiding cross-contamination and reading all food labels. Repeat laboratory tests show her IgA anti-tTG level is 45 U/mL (upper limit of normal <15 U/mL), down from >250 U/mL at diagnosis but still elevated. She also has a mild iron deficiency anemia with hemoglobin of 10.8 g/dL and ferritin of 12 ng/mL. Her weight has remained stable.","This item focuses on the differential diagnosis and management of non-responsive celiac disease (NRCD). The scenarios test the ability to prioritize investigation of ongoing gluten exposure over premature consideration of refractory disease, based on European guidelines.",american,"The item is clinically excellent and valid from the American guideline perspective. The ACG guideline strongly emphasizes that ongoing gluten exposure is the most common cause of non-responsive celiac disease, making refractory disease a diagnosis of exclusion. This aligns perfectly with the reasoning in Q1 and Q2. The emergence of dermatitis herpetiformis (Q3) clearly indicates active disease requiring urgent reassessment, not routine follow-up. The reasoning is consistent across major guidelines.",diagnosis,"a diagnosis of refractory celiac disease, type 1.",A detailed dietary review reveals frequent consumption of 'gluten-free' oats and dining out at restaurants without dedicated gluten-free kitchens.,this hypothesis becomes,"+2, +1, 0, -1, -2","Ongoing gluten exposure is the most common cause of non-responsive celiac disease. This finding makes refractory celiac disease, a diagnosis of exclusion, much less likely. (-2)",-2.0
,,,,,,management,proceeding directly to immunosuppressive therapy with budesonide or azathioprine.,"Endoscopy and repeat duodenal biopsies are performed, which confirm persistent Marsh 3b villous atrophy.",this action becomes,"+2, +1, 0, -1, -2","Immunosuppressants are for true refractory disease. Before considering them, one must re-verify dietary adherence and exclude other causes of non-response, even with persistent atrophy. (-2)",-2.0
,,,,,,followup,arranging a follow-up appointment in one year for routine clinical and serological review.,"The patient mentions a new, intensely itchy, blistering rash on her elbows and knees, consistent with dermatitis herpetiformis.",this plan becomes,"+2, +1, 0, -1, -2",Dermatitis herpetiformis is an active manifestation of uncontrolled celiac disease. A routine annual follow-up is inadequate; more urgent re-evaluation and management are essential. (-2),-2.0
Celiac_Disease,european,"A 34-year-old man was diagnosed with celiac disease 18 months ago based on a high IgA anti-tissue transglutaminase (tTG) titer (>150 U/mL) and a duodenal biopsy confirming Marsh 3b villous atrophy. He was referred to an expert dietitian and initiated a strict gluten-free diet (GFD). Despite his reported meticulous adherence, he presents with persistent symptoms, including intermittent watery diarrhea, significant abdominal bloating, and profound fatigue. He has also had an unintentional weight loss of 4 kg over the last six months. Repeat serology shows his tTG-IgA has fallen but remains elevated at 35 U/mL (ULN <15 U/mL). His hemoglobin is 10.8 g/dL with a low ferritin of 12 ng/mL, consistent with ongoing iron deficiency anemia. He feels frustrated and is questioning the effectiveness of his diet.","This item assesses the clinical reasoning for a patient with diagnosed celiac disease who fails to respond to a gluten-free diet, a common and challenging scenario requiring exclusion of comorbidities before considering refractory disease.",american,"The item presents a classic and clinically relevant case of non-responsive celiac disease. The questions logically assess the stepwise evaluation process. The American College of Gastroenterology guideline strongly supports the intended reasoning, emphasizing ruling out ongoing gluten exposure and other conditions (SIBO, microscopic colitis) before considering refractory disease. The reasoning is consistent across international guidelines for this common clinical problem.",diagnosis,a diagnosis of non-responsive celiac disease due to inadvertent gluten consumption.,A detailed dietary review with a specialized dietitian reveals no evidence of gluten exposure and impeccable label reading skills.,this hypothesis becomes,"+2, +1, 0, -1, -2","Inadvertent gluten intake is the most common cause of non-responsive celiac disease. However, an expert review making this less likely prompts investigation into other causes like SIBO or microscopic colitis. (-1)",-1.0
,,,,,,management,proceeding with a trial of oral budesonide to manage suspected refractory celiac disease.,A hydrogen breath test comes back strongly positive for small intestinal bacterial overgrowth (SIBO).,this plan becomes,"+2, +1, 0, -1, -2","Treating a specific, identified comorbidity like SIBO is the correct next step. Initiating immunosuppression for refractory disease would be inappropriate without first addressing this treatable cause of symptoms. (-2)",-2.0
,,,,,,followup,planning for a repeat upper endoscopy with duodenal biopsies to re-evaluate his histology.,The patient reports that his brother was recently diagnosed with microscopic colitis after a similar presentation.,this plan becomes,"+2, +1, 0, -1, -2",Microscopic colitis is a differential for diarrhea but is diagnosed by colonoscopy. This finding doesn't negate the need for a repeat upper endoscopy to assess for refractory disease. The plan remains necessary. (0),0.0
Celiac Disease,european,"A 28-year-old woman presents with a one-year history of intermittent abdominal bloating, flatulence, and 2-3 loose stools per day. She also reports persistent fatigue and has noted an unintentional 5 kg weight loss over the last six months. She has no significant past medical history but mentions her mother has Hashimoto's thyroiditis. Her physical examination is unremarkable except for mild pallor. Initial laboratory workup shows a microcytic anemia with hemoglobin of 10.8 g/dL. Celiac serology reveals an IgA anti-tissue transglutaminase (tTG) antibody level of 95 U/mL (upper limit of normal <10 U/mL), with a normal total IgA level. An upper endoscopy is performed, showing scalloping of the duodenal folds. Duodenal biopsies confirm the diagnosis, demonstrating Marsh 3b classification with significant villous atrophy, crypt hyperplasia, and increased intraepithelial lymphocytes. She is now in your clinic to discuss the results and management plan.","This item assesses the nuances of managing newly diagnosed celiac disease, including screening for comorbidities, recognizing insufficient management plans, and investigating non-responsive symptoms as per ESPGHAN guidelines.",american,"The item is clinically sound and aligns well with American College of Gastroenterology guidelines. The questions appropriately test the management of common comorbidities (autoimmune thyroiditis), complications (osteoporosis), and the crucial workup for non-responsive celiac disease. The clinical reasoning is consistent across both European and American guidelines for these specific scenarios, indicating a high-quality and universally relevant SCT item.",diagnosis,"a diagnosis of concomitant autoimmune thyroiditis, given her family history.","Her thyroid-stimulating hormone (TSH) level is 6.8 mU/L (normal 0.4-4.0), with a normal free T4 and positive anti-TPO antibodies.",this hypothesis becomes,"+2, +1, 0, -1, -2","The combination of elevated TSH (subclinical hypothyroidism) and positive anti-TPO antibodies strongly supports the diagnosis of autoimmune thyroiditis, a known association with celiac disease. (+2)",2.0
,,,,,,management,initiating a strict gluten-free diet with dietitian referral and prescribing iron supplementation.,"A baseline bone densitometry (DEXA) scan, performed due to her malabsorption risk, reveals a Z-score of -2.8 at the lumbar spine.",this plan becomes,"+2, +1, 0, -1, -2","While the initial plan is correct, the finding of severe osteoporosis (Z-score < -2.5) makes it critically insufficient. The plan now requires immediate management of bone health, including vitamin D and calcium. (-2)",-2.0
,,,,,,followup,monitoring her progress with annual clinical reviews and serology testing for tTG-IgA.,"After six months on a dietitian-supervised diet, her tTG-IgA has normalized but her bloating and diarrhea persist with minimal improvement.",this plan becomes,"+2, +1, 0, -1, -2",Persistent symptoms despite serological response suggest non-responsive celiac disease. The plan to wait for a routine annual review is inappropriate; prompt investigation for co-existing conditions is required. (-2),-2.0
Celiac Disease,european,"A 24-year-old male presents with a six-month history of intermittent, non-bloody diarrhea, abdominal bloating, and an unintentional 5 kg weight loss. He reports feeling constantly fatigued. His past medical history is unremarkable, but he mentions his older sister has type 1 diabetes. On examination, he appears thin but is in no acute distress. Initial laboratory investigations reveal a mild microcytic anemia with a hemoglobin of 12.8 g/dL (normal 13.5-17.5 g/dL) and a ferritin of 15 ng/mL (normal 30-400 ng/mL). Serological testing for celiac disease shows a significantly elevated IgA anti-tissue transglutaminase (tTG) antibody level of 155 U/mL (upper limit of normal <15 U/mL), which is greater than ten times the upper limit. His total serum IgA level is within the normal range. He is awaiting an appointment with a gastroenterologist to discuss the next steps, including the potential need for an endoscopy.","This case tests clinical reasoning in a young adult with classic celiac serology. Scenarios explore the interpretation of discordant histology, the primacy of medical management over psychosocial barriers, and the need to broaden follow-up based on new symptoms.",american,"This is a strong SCT item. From an American College of Gastroenterology (ACG) guideline perspective, the reasoning holds. The ACG is conservative, requiring biopsy in most adults, so a Marsh 1 lesion with very high tTG makes the diagnosis more likely (+1) but not definitively confirmed without classic atrophy. The patient's occupation makes dietetic referral essential (+2). The emergence of bone pain renders a serology-only follow-up plan highly inappropriate (-2), as it ignores a significant potential complication.",diagnosis,a definitive diagnosis of celiac disease.,An upper endoscopy with duodenal biopsies reveals a Marsh 1 lesion (increased intraepithelial lymphocytes) but no villous atrophy.,this hypothesis becomes,"+2, +1, 0, -1, -2","The extremely high tTG level (>10x ULN) is highly specific for celiac disease. While a Marsh 1 lesion is histologically mild, it is consistent with the diagnosis and does not refute it given the strong serological evidence. (+1)",1.0
,,,,,,management,initiating a strict gluten-free diet and scheduling a consultation with a specialist dietitian.,The patient is a professional baker and is extremely concerned about the financial and career implications of the diagnosis.,this action becomes,"+2, +1, 0, -1, -2","Psychosocial and occupational challenges do not alter the medical necessity of a strict GFD, which is the cornerstone of treatment. In fact, these difficulties make expert dietetic consultation even more essential to ensure success. (+2)",2.0
,,,,,,followup,checking only IgA-tTG levels annually to monitor dietary adherence and disease activity.,"After one year, his symptoms have resolved, but he reports new-onset bone pain in his lower back.",this plan becomes,"+2, +1, 0, -1, -2","New bone pain suggests a potential complication like metabolic bone disease. Follow-up must now be expanded to investigate this, for example by checking vitamin D levels and considering a bone density scan. Relying only on serology is insufficient. (-1)",-2.0
Celiac Disease,european,"A 28-year-old female was diagnosed with celiac disease three years ago via positive tTG-IgA serology (>250 U/mL; ULN <10 U/mL) and duodenal biopsy showing Marsh 3b villous atrophy. She was counselled by a dietitian and initiated a strict gluten-free diet (GFD), with initial improvement in her symptoms of bloating and diarrhea. Over the past year, however, she reports a recurrence of intermittent diarrhea, significant bloating, and persistent fatigue despite her self-reported strict adherence to the GFD. Her follow-up labs show a hemoglobin of 11.2 g/dL (normal 12-16 g/dL) with a low ferritin of 12 ng/mL (normal 15-150 ng/mL). Her current IgA tissue transglutaminase (tTG) antibody level is 25 U/mL, which is significantly lower than her diagnostic level but has not fully normalized. She is frustrated and seeking further evaluation for her persistent symptoms, which are impacting her quality of life.","This item explores the differential diagnosis and management of non-responsive celiac disease, focusing on distinguishing poor dietary adherence from refractory disease and addressing testing limitations.",american,"This is an excellent, clinically valid item. The American College of Gastroenterology (ACG) guideline strongly supports the intended answers. The ACG guideline emphasizes that ongoing gluten exposure is the most common cause of non-response (-2), that RCD requires a specific workup before treatment (+2), and that IgG-based tests must be used in IgA deficiency (-2). The clinical reasoning is sound and consistent with US practice.",diagnosis,a diagnosis of refractory celiac disease (RCD) as the cause of her symptoms.,"A detailed dietary history with a specialist dietitian reveals frequent, unintentional cross-contamination from shared kitchen appliances at her home.",this hypothesis becomes,"+2, +1, 0, -1, -2","The most common cause of non-responsive celiac disease is ongoing gluten intake. Identifying a clear source of inadvertent exposure makes RCD, a rare diagnosis of exclusion, much less likely. (-2)",-2.0
,,,,,,management,initiating empiric treatment with oral budesonide for suspected refractory disease.,"Repeat endoscopy shows persistent villous atrophy, but flow cytometry of intraepithelial lymphocytes is normal, consistent with RCD Type I.",this plan becomes,"+2, +1, 0, -1, -2",Budesonide is a recognized first-line therapy for RCD Type I after ruling out gluten exposure and other causes. This finding makes initiating this treatment highly appropriate. (+2),2.0
,,,,,,followup,relying solely on annual tTG-IgA serology for long-term monitoring.,"Her initial total IgA level, checked at original diagnosis, was found to be very low at 15 mg/dL (normal 70-400 mg/dL).",this plan becomes,"+2, +1, 0, -1, -2","In selective IgA deficiency, IgA-based tests like tTG-IgA are unreliable. Monitoring should use IgG-based assays (e.g., IgG-DGP), making reliance on tTG-IgA alone inappropriate. (-2)",-2.0
Celiac_Disease_Management,european,"A 34-year-old woman was diagnosed with celiac disease two years ago via positive IgA anti-tTG serology and duodenal biopsy showing Marsh 3b villous atrophy. She was initiated on a strict gluten-free diet (GFD) with formal dietitian consultation and reported significant improvement in her bloating and diarrhea within the first year. However, over the past six months, she has presented with a gradual return of intermittent watery diarrhea, abdominal cramping, and persistent fatigue. She insists she is meticulously adherent to her GFD, avoiding cross-contamination and reading all food labels. Repeat laboratory tests show her IgA anti-tTG level is 45 U/mL (upper limit of normal <15 U/mL), down from >250 U/mL at diagnosis but still elevated. She also has a mild iron deficiency anemia with hemoglobin of 10.8 g/dL and ferritin of 12 ng/mL. Her weight has remained stable.","This item focuses on the differential diagnosis and management of non-responsive celiac disease (NRCD). The scenarios test the ability to prioritize investigation of ongoing gluten exposure over premature consideration of refractory disease, based on European guidelines.",american,"The item is clinically excellent and valid from the American guideline perspective. The ACG guideline strongly emphasizes that ongoing gluten exposure is the most common cause of non-responsive celiac disease, making refractory disease a diagnosis of exclusion. This aligns perfectly with the reasoning in Q1 and Q2. The emergence of dermatitis herpetiformis (Q3) clearly indicates active disease requiring urgent reassessment, not routine follow-up. The reasoning is consistent across major guidelines.",diagnosis,"a diagnosis of refractory celiac disease, type 1.",A detailed dietary review reveals frequent consumption of 'gluten-free' oats and dining out at restaurants without dedicated gluten-free kitchens.,this hypothesis becomes,"+2, +1, 0, -1, -2","Ongoing gluten exposure is the most common cause of non-responsive celiac disease. This finding makes refractory celiac disease, a diagnosis of exclusion, much less likely. (-2)",-2.0
,,,,,,management,proceeding directly to immunosuppressive therapy with budesonide or azathioprine.,"Endoscopy and repeat duodenal biopsies are performed, which confirm persistent Marsh 3b villous atrophy.",this action becomes,"+2, +1, 0, -1, -2","Immunosuppressants are for true refractory disease. Before considering them, one must re-verify dietary adherence and exclude other causes of non-response, even with persistent atrophy. (-2)",-2.0
,,,,,,followup,arranging a follow-up appointment in one year for routine clinical and serological review.,"The patient mentions a new, intensely itchy, blistering rash on her elbows and knees, consistent with dermatitis herpetiformis.",this plan becomes,"+2, +1, 0, -1, -2",Dermatitis herpetiformis is an active manifestation of uncontrolled celiac disease. A routine annual follow-up is inadequate; more urgent re-evaluation and management are essential. (-2),-2.0
Celiac_Disease_Management,european,"A 28-year-old woman, diagnosed with celiac disease 18 months ago based on positive IgA anti-tTG antibodies (>10x ULN) and Marsh 3b villous atrophy on duodenal biopsy, returns for follow-up. She was counseled by an expert dietitian and initiated a strict gluten-free diet (GFD). For the first six months, her symptoms of bloating and intermittent diarrhea improved significantly. However, over the last nine months, she has experienced a gradual return of symptoms, including daily abdominal cramping, loose stools, and profound fatigue, despite insisting she is meticulously avoiding all gluten. Her current labs show a persistently elevated IgA anti-tTG of 98 U/mL (ULN <15 U/mL), though lower than her initial >250 U/mL. She also has a new mild normocytic anemia with hemoglobin of 11.2 g/dL. Her total IgA level is normal. She is frustrated and feels her condition is not being managed effectively.","This case assesses the differential diagnosis and management of non-responsive celiac disease, where the challenge is distinguishing between inadvertent gluten exposure, co-existing conditions, and refractory disease.",british,"This is a strong and clinically relevant SCT item. The British Society of Gastroenterology (BSG) guideline aligns closely with the author's reasoning. The BSG guideline clearly prioritizes investigating inadvertent gluten exposure as the primary cause of non-responsive symptoms, making the diagnosis of refractory disease much less likely in Q1. It also supports investigating alternative diagnoses like SIBO when histology normalizes (Q2), and recommends comprehensive annual review beyond just serology (Q3).",diagnosis,a diagnosis of refractory celiac disease type 1.,a detailed dietary review with a specialist dietitian reveals frequent cross-contamination from shared cooking surfaces at her apartment.,this hypothesis becomes,"+2, +1, 0, -1, -2",Inadvertent gluten intake is the most common cause of non-responsive celiac disease. Identifying a clear source of gluten makes a rare diagnosis like refractory disease much less likely. (-2),-2.0
,,,,,,management,initiating an investigation for small intestinal bacterial overgrowth (SIBO) with a glucose breath test.,her follow-up duodenal biopsies show complete normalization of villous architecture (Marsh 0) despite the ongoing symptoms and serology.,this plan becomes,"+2, +1, 0, -1, -2","Histologic remission indicates the GFD is effective. Persistent symptoms with normal histology strongly suggest an alternative diagnosis like IBS or SIBO, making this investigation highly appropriate. (+2)",2.0
,,,,,,followup,relying solely on annual serology testing for long-term monitoring.,she also has a diagnosis of Type 1 Diabetes and reports inconsistent glycemic control over the past year.,this plan becomes,"+2, +1, 0, -1, -2","Patients with comorbid autoimmune conditions like T1DM require more comprehensive monitoring beyond serology, including nutritional status and bone health, making serology alone less appropriate. (-1)",-1.0
Celiac_Disease,european,"A 34-year-old man was diagnosed with celiac disease 18 months ago based on a high IgA anti-tissue transglutaminase (tTG) titer (>150 U/mL) and a duodenal biopsy confirming Marsh 3b villous atrophy. He was referred to an expert dietitian and initiated a strict gluten-free diet (GFD). Despite his reported meticulous adherence, he presents with persistent symptoms, including intermittent watery diarrhea, significant abdominal bloating, and profound fatigue. He has also had an unintentional weight loss of 4 kg over the last six months. Repeat serology shows his tTG-IgA has fallen but remains elevated at 35 U/mL (ULN <15 U/mL). His hemoglobin is 10.8 g/dL with a low ferritin of 12 ng/mL, consistent with ongoing iron deficiency anemia. He feels frustrated and is questioning the effectiveness of his diet.","This item assesses the clinical reasoning for a patient with diagnosed celiac disease who fails to respond to a gluten-free diet, a common and challenging scenario requiring exclusion of comorbidities before considering refractory disease.",american,"The item presents a classic and clinically relevant case of non-responsive celiac disease. The questions logically assess the stepwise evaluation process. The American College of Gastroenterology guideline strongly supports the intended reasoning, emphasizing ruling out ongoing gluten exposure and other conditions (SIBO, microscopic colitis) before considering refractory disease. The reasoning is consistent across international guidelines for this common clinical problem.",diagnosis,a diagnosis of non-responsive celiac disease due to inadvertent gluten consumption.,A detailed dietary review with a specialized dietitian reveals no evidence of gluten exposure and impeccable label reading skills.,this hypothesis becomes,"+2, +1, 0, -1, -2","Inadvertent gluten intake is the most common cause of non-responsive celiac disease. However, an expert review making this less likely prompts investigation into other causes like SIBO or microscopic colitis. (-1)",-1.0
,,,,,,management,proceeding with a trial of oral budesonide to manage suspected refractory celiac disease.,A hydrogen breath test comes back strongly positive for small intestinal bacterial overgrowth (SIBO).,this plan becomes,"+2, +1, 0, -1, -2","Treating a specific, identified comorbidity like SIBO is the correct next step. Initiating immunosuppression for refractory disease would be inappropriate without first addressing this treatable cause of symptoms. (-2)",-2.0
,,,,,,followup,planning for a repeat upper endoscopy with duodenal biopsies to re-evaluate his histology.,The patient reports that his brother was recently diagnosed with microscopic colitis after a similar presentation.,this plan becomes,"+2, +1, 0, -1, -2",Microscopic colitis is a differential for diarrhea but is diagnosed by colonoscopy. This finding doesn't negate the need for a repeat upper endoscopy to assess for refractory disease. The plan remains necessary. (0),0.0
